age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
36,1,1,2,2016-06-23,0,0,0,2,19,1346.313979,6854.54,27.0,540.99,1,1,0,3,-1,1
52,1,1,5,2016-05-21,1,1,0,0,16,30.68,88309.33,7.0,771.2,1,0,1,4,1,0
41,1,2,0,2015-11-18,1,1,0,0,6,192.85,11301.31,15.0,253.1260062,1,0,0,3,0,1
24,1,0,5,2015-11-16,0,0,2,2,18,250.83,6010.37,21.0,718.55,0,1,0,3,0,0
34,0,1,0,2016-08-27,0,2,1,0,13,170.86,41128.52,29.0,697.62,1,0,0,3,0,1
29,0,0,4,2017-10-07,1,2,1,2,14,769.32,24884.35,9.0,255.660872,1,1,1,1,0,0
51,0,1,4,2016-11-30,1,2,0,2,15,1372.07882,5829.21,7.0,716.1,1,0,1,1,0,0
50,1,0,2,2015-10-01,1,0,1,1,15,-1012.096186,36199.0,-21.71014783,608.74,0,1,1,0,-1,1
57,1,0,2,2017-02-25,0,2,0,2,10,-1130.859578,22275.87,5.0,636.22,1,0,1,1,0,1
25,0,0,1,2017-02-10,1,2,1,1,6,33.97,10257.41,23.0,704.37,0,1,0,3,-1,1
34,0,1,0,2015-07-05,0,1,0,1,10,257.48,46177.9,14.0,701.6,0,1,0,3,-1,0
60,0,0,0,2015-08-13,0,1,0,2,9,314.1,17650.07,20.0,646.45,0,1,0,3,0,1
52,1,0,4,2017-07-26,0,1,0,1,17,97.08,19508.4,19.0,705.56,1,0,1,4,0,0
12,0,1,5,2015-11-02,0,1,0,0,-999,229.96,9631.39,22.0,768.73,1,0,1,4,0,0
10,1,0,1,2016-01-24,0,1,0,2,7,470.68,40624.01,25.0,651.93,0,1,1,4,0,1
19,0,0,0,2015-10-13,1,2,1,2,16,196.15,33087.91,-1.309280963,680.7,0,1,1,2,0,1
42,0,1,1,2017-01-29,1,0,1,0,5,578.27,7421.16,5.0,773.38,0,1,0,3,-1,0
26,1,0,2,2015-07-12,1,2,0,0,16,63.23,30704.04,10.0,697.62,0,1,1,2,-1,1
21,1,0,1,2017-06-23,1,2,1,0,-999,405.7,21822.85,10.0,718.73,1,1,0,3,0,0
22,1,0,3,2017-03-12,0,0,1,0,14,31.5,46551.01,8.0,792.23,1,0,1,2,0,0
28,1,0,3,2015-01-15,0,0,1,1,20,152.7,35170.43,26.0,1483.3381,1,0,0,3,-1,0
47,0,2,2,2015-10-25,0,1,1,2,3,423.86,41799.74,15.0,554.87,1,1,1,4,0,1
11,0,0,1,2016-08-26,0,0,0,1,17,58.94,10690.23,11.0,365.0302258,0,1,1,2,-1,0
18,1,0,0,2015-10-09,0,0,1,0,16,397.87,18359.79,8.0,697.62,1,1,0,3,0,1
58,1,0,4,2015-10-21,1,1,0,2,5,50.08,42260.6,13.0,721.66,1,0,1,0,0,0
41,0,1,3,2016-09-22,0,2,1,0,8,59.93,18876.44,19.0,909.2784075,0,1,1,4,0,1
26,0,0,0,2015-05-01,1,2,0,1,4,182.56,40285.22,6.0,275.6091159,0,1,0,3,0,1
48,1,0,5,2015-02-25,1,2,0,1,18,528.23,35786.23,13.0,794.66,1,0,0,3,0,0
43,0,1,4,2017-03-20,0,2,1,2,16,30.6,15286.66,5.0,748.49,0,1,0,3,0,0
17,1,0,0,2016-04-23,0,0,0,1,11,47.42,13685.52,6.0,529.55,0,1,1,0,0,1
35,0,0,5,2017-04-23,0,0,0,0,16,191.53,56618.57,16.0,747.18,0,1,0,3,1,0
38,1,0,4,2015-05-27,0,2,1,2,19,315.28,12539.99,21.0,757.19,1,0,1,1,-1,0
52,1,0,2,2017-09-07,0,1,0,0,21,30.13,29511.14,14.0,632.44,1,0,0,3,-1,1
38,1,1,4,2016-11-19,0,1,1,2,7,31.92,11225.62,7.0,1171.772065,0,1,1,4,1,0
52,1,0,2,2015-10-22,0,0,2,2,11,451.85,31025.45,19.0,218.7972383,1,0,1,2,0,1
22,0,2,0,2016-02-19,0,0,0,1,17,151.74,33683.02,9.0,780.6302754,1,0,0,3,-1,1
50,0,0,3,2016-10-08,0,0,0,0,7,334.81,91830.98,1.0,754.21,1,1,0,3,1,0
51,0,0,1,2016-09-07,1,0,2,2,8,358.43,42753.16,23.0,662.72,1,0,1,2,0,1
39,0,1,0,2016-07-31,1,1,0,0,15,34.0,10129.75,11.0,632.15,0,1,1,4,0,1
46,1,0,1,2016-11-05,1,0,0,1,5,737.93,5085.87,15.0,722.7,0,1,1,0,0,0
34,0,2,1,2015-09-11,0,2,0,0,5,292.04,15541.79,6.0,635.21,1,0,1,1,0,0
49,1,1,1,2015-11-06,0,1,0,2,8,237.87,27432.83,3.0,817.33,1,0,1,4,1,0
37,0,1,2,2017-03-19,0,0,1,2,12,34.85,45588.8,24.0,713.59,0,1,1,1,-1,1
36,1,2,0,2017-11-14,1,2,0,2,18,37.16,46948.86,12.0,677.14,1,0,0,3,0,1
36,0,1,3,2015-06-05,1,2,1,1,4,528.66,38051.01,18.0,708.62,1,0,0,3,0,0
45,0,1,2,2017-06-25,0,0,1,2,11,306.89,46334.99,6.0,649.37,1,0,1,0,0,1
22,0,0,5,2017-11-26,1,2,1,0,11,1018.64,28662.51,11.0,167.746237,1,1,0,3,0,0
51,1,0,0,2015-05-15,0,0,1,1,8,48.89,6857.51,26.0,529.68,1,0,0,3,0,1
31,1,2,1,2016-03-19,1,0,0,0,21,356.86,39779.22,24.0,1219.220765,1,0,0,3,0,0
27,1,0,3,2016-05-13,0,0,1,1,12,266.91,37710.47,17.0,622.65,1,0,1,4,0,1
30,0,0,5,2016-01-02,0,2,1,2,7,73.9,5029.09,13.0,752.79,0,1,1,4,0,0
51,0,0,5,2017-04-01,0,0,2,1,10,371.88,30158.99,11.0,697.62,0,1,0,3,1,0
64,0,2,2,2017-12-16,0,1,0,0,10,168.8,31435.36,7.0,628.24,1,0,0,3,0,1
31,1,1,2,2017-12-26,1,1,0,1,18,159.3,5468.79,8.0,697.62,0,1,0,3,0,1
42,1,0,0,2015-11-13,0,0,1,0,12,450.83,33504.04,20.0,569.49,0,1,0,3,0,1
60,1,0,0,2017-04-10,0,1,0,1,19,111.47,13256.43,20.0,645.84,1,0,1,1,0,1
28,1,2,0,2017-07-17,0,2,0,1,21,543.04,44450.05,16.0,37.08468699,0,1,1,0,-1,1
62,1,0,2,2017-07-01,0,0,0,1,7,68.1,8144.48,16.0,687.17,0,1,1,2,0,1
21,0,0,2,2017-07-20,1,1,0,1,5,1190.233751,41336.57,25.0,622.19,0,1,1,0,0,1
44,1,1,0,2016-06-20,0,1,0,1,17,223.24,12806.3,18.0,1168.123053,1,1,0,3,0,1
41,1,1,1,2015-11-27,1,0,1,2,10,102.03,36328.11,27.0,697.62,1,0,1,1,0,1
44,0,1,4,2017-11-07,0,0,0,0,14,1105.786371,39583.1,14.0,791.45,1,0,0,3,-1,0
13,0,2,5,2015-03-03,0,0,1,1,15,116.23,4099.7,28.0,727.52,1,0,1,4,0,0
21,0,1,1,2015-09-26,1,2,0,2,24,213.6,43532.16,16.0,678.41,1,0,1,1,0,1
55,1,1,5,2015-05-22,1,1,1,2,15,568.36,9942.41,36.11476844,781.03,1,0,0,3,-1,0
12,0,0,1,2017-12-30,1,2,0,1,19,368.91,8485.0,5.0,779.1,1,1,0,3,0,0
60,1,0,1,2016-02-11,0,0,1,2,12,338.65,90218.58,16.0,697.62,1,0,1,2,-1,0
45,1,1,4,2015-07-13,1,2,0,0,11,30.68,6299.62,12.0,785.24,0,1,0,3,-1,0
48,1,0,5,2016-11-13,0,0,0,1,4,31.65,46476.01,27.0,704.95,1,0,1,4,-1,0
53,0,1,0,2015-11-23,0,2,2,1,11,684.27,28208.6,28.0,650.04,1,1,1,1,0,1
50,1,0,4,2017-11-26,0,0,0,0,17,257.19,86625.43,7.0,1178.807635,1,0,0,3,1,0
52,1,1,1,2015-07-28,1,0,2,2,15,873.73,21081.2,52.45029642,768.13,1,1,0,3,0,0
12,1,0,2,2016-03-22,1,2,1,2,7,161.2,3466.49,16.0,1102.194094,0,1,0,3,0,1
22,0,0,3,2016-10-29,1,2,1,0,-999,49.16,46952.29,18.0,628.76,0,1,0,3,0,1
55,0,1,0,2015-01-19,0,2,1,2,14,32.44,30769.62,18.0,687.03,1,0,0,3,0,1
15,0,2,1,2015-05-24,1,2,1,0,6,872.73,41340.08,21.0,629.85,1,0,0,3,-1,1
48,0,0,1,2017-04-11,1,2,1,2,8,1093.22,16426.01,15.0,1192.850956,1,1,1,2,0,1
62,1,0,2,2015-09-26,1,1,1,0,14,113.44,15249.99,11.0,670.56,0,1,1,4,0,1
16,1,0,1,2017-07-12,0,1,2,1,9,412.76,42716.86,14.0,848.18,1,0,1,2,1,0
56,0,0,0,2017-09-28,1,1,2,0,1,504.39,14700.99,29.0,521.11,1,0,0,3,-1,1
11,1,1,1,2015-06-21,0,2,0,1,5,102.1,45800.25,16.0,780.78,0,1,1,2,0,0
64,0,0,0,2016-10-13,0,0,0,0,11,173.54,8059.24,10.0,603.21,0,1,1,1,0,1
24,0,1,0,2015-07-28,0,0,1,0,12,141.15,46860.94,7.0,697.62,1,0,1,1,0,1
60,1,1,2,2016-08-01,1,1,0,2,9,31.63,49905.9,6.0,602.06,0,1,1,2,0,1
12,0,0,2,2017-12-26,0,0,0,2,24,34.12,47847.05,10.0,601.56,1,0,1,1,0,1
17,1,0,3,2015-05-10,1,1,1,2,-999,73.36,2733.82,6.0,604.57,0,1,0,3,0,1
40,0,0,2,2015-01-31,0,1,1,1,12,69.66,22290.82,16.0,638.6,1,0,1,0,-1,1
20,1,0,2,2017-09-01,0,1,1,2,4,226.39,22491.09,7.0,640.62,1,0,1,4,0,1
52,1,2,5,2015-02-24,0,2,1,2,11,82.36,15217.24,23.0,797.17,1,0,1,1,0,0
35,0,2,1,2017-01-16,0,1,0,2,17,141.89,27697.56,16.0,995.0786943,1,0,1,4,-1,1
30,1,1,2,2016-09-01,0,1,0,2,12,350.46,5413.21,28.0,651.49,1,1,0,3,-1,1
61,0,0,4,2015-06-10,1,0,0,0,12,33.06,43857.66,29.0,759.07,1,0,1,2,0,0
56,0,0,0,2017-04-21,0,1,1,2,7,134.14,33357.04,16.0,574.57,1,1,1,1,0,1
54,1,0,0,2016-11-17,0,0,1,2,18,107.31,8976.62,19.0,221.6239213,0,1,1,0,0,1
25,0,2,2,2015-08-14,0,0,0,0,14,33.16,21337.6,13.0,346.2235568,0,1,0,3,-1,1
31,0,1,2,2017-07-28,1,0,2,1,2,549.01,34956.68,22.0,697.62,1,0,1,4,0,1
50,1,1,2,2016-08-07,0,0,0,0,12,59.17,9878.88,16.0,697.62,1,0,0,3,0,1
30,0,0,4,2016-02-04,1,0,1,0,13,30.74,33042.81,28.0,742.84,1,0,0,3,0,0
36,2,0,4,2016-12-23,1,0,1,2,-999,33.13,35942.83,16.0,755.97,0,1,0,3,0,0
28,0,1,2,2016-11-06,0,0,0,0,13,-1063.786853,26151.39,1.267740015,1231.120206,1,0,0,3,-1,1
46,0,0,2,2016-03-03,0,1,1,2,9,53.42,25968.48,29.0,705.61,0,1,0,3,0,1
39,1,0,3,2015-07-30,0,1,1,0,11,71.49,42929.57,15.0,479.1617339,0,1,1,4,-1,0
34,0,0,3,2016-04-21,0,0,0,0,18,-954.7090059,19415.09,5.0,474.7219453,1,0,0,3,0,0
58,1,0,2,2015-05-17,0,0,0,0,4,65.42,28242.47,17.0,646.66,1,0,1,2,0,1
18,0,1,1,2017-03-05,0,1,0,1,15,162.25,18005.89,12.0,1053.27942,1,0,0,3,0,1
57,0,1,0,2017-03-15,1,1,0,1,11,159.82,44753.9,14.0,364.1585392,1,0,1,2,0,1
30,0,0,2,2015-03-14,1,2,1,2,14,34.96,14057.72,14.0,697.62,0,1,0,3,0,1
23,1,1,3,2016-05-04,0,2,2,2,15,490.65,6234.93,16.0,697.62,1,0,0,3,0,1
46,0,1,4,2016-02-29,1,2,0,2,6,389.7,25250.68,19.0,724.72,1,0,0,3,0,0
18,1,1,5,2015-10-13,1,2,0,2,14,184.84,20716.42,25.0,797.27,1,0,1,2,0,0
27,0,0,4,2016-10-14,0,0,1,2,19,142.36,45432.38,1.0,798.18,0,1,1,4,1,0
18,0,1,3,2015-02-05,1,2,0,1,13,443.48,62457.63,8.0,707.14,1,1,1,2,1,0
42,0,1,5,2017-12-21,1,2,0,0,9,934.95,36382.58,23.0,749.17,1,1,0,3,-1,0
23,1,0,4,2017-10-03,0,2,2,2,7,450.92,47636.1,14.0,697.62,1,0,1,1,0,0
52,1,0,1,2017-10-01,1,0,0,2,19,146.78,44393.6,21.0,673.2,1,0,1,2,0,1
63,0,2,1,2017-08-27,1,0,0,0,3,86.79,23820.15,44.67737357,760.51,0,1,0,3,0,0
48,0,0,0,2016-12-04,0,1,0,2,22,236.03,11050.45,28.0,545.03,1,1,0,3,0,1
28,0,2,0,2015-06-24,0,2,1,1,9,72.45,44301.0,16.0,504.06,0,1,0,3,0,1
43,0,0,2,2017-12-02,1,2,0,0,18,184.44,27602.74,-6.530688802,637.27,1,0,0,3,0,1
52,1,1,5,2015-05-01,1,0,1,2,-999,49.74,49431.59,16.0,801.06,1,0,0,3,1,0
58,0,1,1,2015-02-16,1,1,1,1,17,63.88,10471.83,19.0,655.99,1,0,1,4,0,1
62,0,0,2,2015-01-27,1,2,1,1,11,1232.530145,36698.21,10.0,566.73,0,1,0,3,0,1
59,1,1,2,2017-01-08,0,1,1,0,17,199.37,8633.98,18.0,685.54,1,0,0,3,0,1
20,0,0,5,2016-07-14,1,1,0,0,7,1148.75,69865.91,5.0,736.6,1,1,1,2,-1,0
47,0,1,2,2015-04-05,1,0,1,0,16,695.78,44475.03,20.0,600.53,1,1,0,3,0,0
56,0,0,0,2017-05-15,0,2,2,2,8,471.41,25610.3,13.0,637.45,0,1,1,1,0,1
61,1,1,1,2017-10-14,1,1,0,0,14,31.7,48111.87,18.0,740.8,1,0,0,3,0,0
34,0,0,1,2015-06-27,0,1,1,2,9,385.44,7587.57,25.0,735.17,1,0,1,4,0,0
21,0,0,3,2017-03-15,1,2,1,0,15,91.42,46089.61,21.0,754.33,1,0,1,0,0,0
35,1,0,0,2016-07-04,1,1,0,1,22,505.21,20653.54,28.0,603.64,0,1,0,3,-1,1
50,1,1,0,2015-06-06,0,2,0,2,15,87.95,9999.41,27.0,575.79,0,1,1,2,0,1
45,1,1,2,2017-06-23,0,0,1,1,8,352.53,7420.88,17.0,617.06,1,1,1,4,0,1
54,1,0,2,2016-04-27,0,1,2,0,6,501.64,21098.22,19.0,697.62,0,1,1,4,-1,1
63,0,2,5,2017-01-09,1,0,2,1,-999,714.6,71534.47,3.0,818.17,1,1,1,0,-1,0
24,0,2,0,2015-04-16,1,1,1,2,7,36.63,26075.18,10.0,653.1,1,0,0,3,0,1
32,1,2,0,2017-08-02,1,2,1,1,14,115.96,38821.68,26.0,645.58,0,1,1,2,-1,1
47,0,0,5,2015-11-30,0,2,2,0,2,1291.901551,3314.31,9.0,738.86,1,1,0,3,1,0
10,0,1,1,2016-07-23,0,1,1,1,9,39.22,20590.96,9.0,754.48,0,1,0,3,-1,0
30,1,2,0,2016-01-26,0,0,0,1,8,120.15,49445.46,40.33020583,697.62,0,1,1,1,0,1
62,0,0,0,2017-09-15,0,2,0,1,8,336.91,20591.73,42.87266995,655.69,1,0,1,1,0,1
37,1,0,2,2017-01-08,1,1,1,1,16,98.91,4344.85,21.0,586.42,1,0,1,1,0,1
40,0,1,2,2015-09-02,0,1,0,0,10,102.69,38566.23,16.0,614.5,1,0,1,4,0,1
17,0,1,2,2015-06-15,1,0,0,0,8,102.11,14527.64,17.0,513.25,0,1,1,2,0,1
23,0,2,0,2017-12-14,0,0,0,2,10,177.56,30445.44,23.0,597.75,1,0,0,3,0,1
61,1,0,3,2015-02-27,0,1,0,0,-999,113.07,3732.5,26.0,799.38,1,0,1,0,0,0
48,0,1,2,2015-10-11,1,2,1,2,6,662.25,20512.15,8.0,682.18,1,0,1,1,0,1
18,1,1,2,2016-05-20,0,0,0,0,10,31.98,30560.66,12.0,604.94,0,1,0,3,0,1
51,1,2,2,2016-02-21,0,0,1,2,7,83.5,32351.23,5.0,612.75,0,1,1,1,0,1
58,0,1,0,2017-09-16,1,1,1,1,22,88.16,16777.87,13.0,685.02,1,0,1,0,0,1
51,1,1,1,2017-08-14,1,0,0,1,18,213.12,12100.39,12.0,697.62,1,1,1,2,0,1
53,0,0,3,2016-10-30,0,2,1,0,21,655.94,1747.25,9.0,712.57,0,1,1,4,0,1
64,0,0,2,2017-10-10,1,1,1,1,9,185.92,15204.88,16.0,173.7390983,1,0,0,3,0,1
28,0,0,1,2017-03-05,0,0,0,0,-999,50.95,6592.85,19.0,735.87,0,1,1,1,0,0
15,0,0,2,2017-08-22,0,1,0,1,12,271.63,12104.92,24.0,551.42,0,1,0,3,0,1
33,1,2,4,2017-11-25,0,2,1,0,20,82.32,10704.29,17.0,1301.390298,1,0,0,3,0,0
22,0,1,2,2015-12-28,0,0,1,1,17,180.25,28288.14,29.0,715.96,1,0,0,3,0,1
22,0,0,1,2017-09-11,0,2,0,2,4,189.29,5158.3,22.0,726.52,1,0,0,3,-1,0
54,1,0,5,2015-06-15,0,0,1,1,12,318.63,12293.07,21.0,777.14,1,0,0,3,0,0
29,0,1,4,2015-02-14,0,0,0,2,17,149.71,46460.4,8.0,716.95,1,0,1,1,0,0
16,1,0,5,2017-09-11,0,0,0,0,13,163.41,19161.78,11.0,349.3887785,0,1,0,3,-1,0
50,0,0,4,2016-06-15,0,2,1,0,15,139.83,36686.41,7.0,746.59,0,1,1,2,0,0
27,0,0,2,2017-10-29,1,0,0,0,5,614.69,47472.56,11.0,544.32,1,0,1,2,0,1
36,1,1,0,2015-03-09,1,2,0,2,14,109.77,41747.23,17.0,97.60492114,1,0,1,0,-1,1
17,1,0,1,2016-09-23,0,0,0,2,24,33.87,46789.14,6.0,822.11,1,0,0,3,1,0
25,0,0,4,2015-10-09,1,0,0,1,12,196.23,38208.3,29.0,733.59,0,1,0,3,0,0
27,1,1,2,2015-12-29,0,2,0,2,9,33.81,43652.81,7.0,697.62,1,0,0,3,0,1
58,0,0,5,2015-11-09,1,0,1,0,13,697.2,40691.45,5.0,787.4,0,1,1,0,0,0
29,1,0,5,2015-12-07,0,1,1,0,5,119.75,52896.23,6.0,748.36,0,1,0,3,1,0
31,0,0,1,2015-12-19,0,0,0,1,8,33.55,35966.63,12.0,362.7304305,1,0,1,4,0,0
21,1,0,0,2017-12-12,1,1,1,1,17,428.49,16742.22,13.0,308.8827154,0,1,0,3,0,1
59,0,1,2,2016-01-22,1,1,1,1,5,192.25,11498.8,21.0,642.95,0,1,0,3,0,1
25,0,0,4,2017-01-05,0,2,1,0,15,34.41,26798.41,16.0,773.44,1,0,1,1,0,0
34,0,0,0,2015-03-12,0,2,0,2,9,486.69,38766.33,15.0,674.92,0,1,1,4,0,1
25,1,1,0,2015-08-01,0,1,1,2,11,232.69,44258.27,21.0,604.98,1,0,1,0,0,1
48,0,0,0,2017-01-19,1,0,0,0,8,104.4,15771.76,21.0,695.24,1,0,0,3,0,1
40,1,0,5,2016-04-11,1,0,0,2,-999,282.63,48255.28,1.0,707.04,0,1,0,3,-1,0
53,0,1,0,2015-07-14,0,0,0,0,8,260.85,33922.57,17.0,625.04,1,1,1,1,0,1
53,1,1,4,2015-12-19,0,2,1,0,16,1267.744081,39976.86,3.0,785.41,1,0,0,3,1,0
57,1,0,3,2015-12-21,0,0,1,0,22,54.7,39206.6,23.0,649.1,1,0,1,1,0,1
28,0,0,0,2016-09-25,0,1,0,0,15,955.1106344,35083.08,22.0,603.19,1,0,0,3,0,1
38,0,1,2,2017-05-01,0,0,0,0,5,199.76,23497.61,26.0,578.91,0,1,1,1,0,1
16,1,1,4,2017-04-03,0,1,2,2,19,271.58,40457.66,-1.875372955,786.2,1,1,0,3,0,0
42,1,0,2,2016-11-30,0,1,0,2,17,237.23,48575.94,16.0,603.49,1,1,0,3,0,1
10,0,0,4,2015-07-04,1,1,2,2,7,1515.87,90013.73,11.0,774.61,1,1,0,3,-1,0
13,1,0,2,2017-08-17,0,1,1,0,18,331.05,12860.9,6.0,602.49,1,1,0,3,0,1
21,1,0,0,2017-08-18,1,0,0,2,9,101.42,43988.2,25.0,595.23,0,1,0,3,0,1
17,0,1,3,2017-04-20,1,0,0,2,22,56.17,31823.76,12.0,1069.614669,0,1,1,2,0,0
37,1,0,1,2016-08-06,1,1,0,1,13,84.61,14480.65,11.0,776.5,1,0,1,0,0,0
61,1,1,1,2016-12-20,0,0,1,0,19,229.23,17487.73,26.0,719.88,1,0,0,3,0,0
49,0,0,5,2015-02-03,1,2,2,1,4,544.1,64907.1,5.0,768.41,1,0,0,3,1,0
46,1,0,5,2016-01-24,0,2,0,0,10,428.17,21245.18,16.0,795.84,0,1,1,4,-1,0
47,0,1,0,2015-12-01,1,2,0,2,11,1150.71,21913.46,5.0,657.81,0,1,1,0,0,1
28,1,1,3,2015-08-17,0,0,0,1,13,206.69,11902.76,19.0,628.36,0,1,0,3,0,1
43,0,0,3,2016-09-01,0,0,0,2,13,105.74,10550.36,6.0,786.36,0,1,1,1,0,0
46,1,0,1,2017-01-01,0,2,0,0,11,30.35,33046.69,14.0,795.3,1,0,0,3,1,0
63,1,1,4,2016-05-13,1,0,0,2,13,108.44,10396.72,28.0,744.49,0,1,1,0,0,0
13,1,1,3,2015-10-17,0,2,1,2,14,148.81,8982.13,21.0,1299.019749,1,0,0,3,0,0
48,1,1,3,2016-08-10,0,0,0,0,20,177.27,11181.63,22.0,622.86,1,0,0,3,0,1
26,1,0,2,2015-08-31,0,2,0,2,12,30.41,39232.12,9.0,434.8236812,0,1,1,1,-1,1
11,1,1,0,2017-12-18,1,0,0,1,7,82.07,47363.05,11.0,655.77,1,0,0,3,0,1
50,0,1,1,2017-11-13,0,1,0,0,16,150.35,81492.96,4.0,278.8062013,1,0,1,1,1,0
37,1,0,2,2015-09-27,0,1,1,2,20,30.54,36371.39,12.0,515.685426,1,0,0,3,-1,1
48,1,2,1,2015-09-15,0,2,1,2,13,49.01,91298.78,6.0,821.27,0,1,0,3,-1,0
56,1,1,2,2016-02-22,0,0,2,1,14,415.13,32110.6,27.0,330.982463,0,1,0,3,-1,1
41,1,1,4,2016-10-06,1,1,0,2,2,1261.8,12343.65,29.0,767.66,1,1,1,0,-1,0
42,0,0,0,2015-04-07,0,1,1,1,17,202.89,42399.92,7.0,644.05,1,0,1,1,0,1
17,0,1,1,2015-01-09,0,2,1,2,11,30.46,20641.04,6.0,782.24,1,0,1,1,0,0
24,0,0,2,2017-03-31,0,2,1,1,12,42.77,49650.53,24.0,225.667385,0,1,0,3,0,1
59,1,0,0,2017-12-14,0,0,0,2,14,134.33,34224.86,16.0,534.86,1,0,0,3,0,1
52,1,2,2,2017-10-06,0,2,0,0,17,34.75,37756.55,24.0,905.7363644,0,1,0,3,0,1
23,0,1,2,2016-07-05,0,2,1,1,20,1149.970173,23266.22,21.0,647.89,1,0,1,1,-1,1
47,1,0,4,2017-07-20,1,0,0,2,9,34.55,72491.4,11.0,820.51,1,0,1,4,1,0
56,0,0,3,2015-07-01,0,2,1,1,14,45.58,29332.52,13.0,669.2,0,1,0,3,0,1
56,0,0,2,2016-01-04,0,0,1,1,13,334.82,9575.82,15.0,675.0,1,0,1,0,0,1
58,1,0,0,2016-08-26,0,0,0,0,12,206.44,4191.0,16.0,716.35,1,0,0,3,0,1
63,1,1,3,2015-08-08,1,1,1,0,16,87.36,87653.96,3.0,781.46,0,1,1,2,1,0
29,0,1,1,2016-01-28,1,1,0,1,14,532.26,37115.53,21.0,663.66,1,0,0,3,0,1
37,1,0,3,2016-01-24,1,1,1,1,11,569.58,5526.79,23.0,600.01,1,0,1,4,0,1
39,0,0,3,2017-12-23,0,1,1,2,12,334.16,11348.41,6.0,668.92,0,1,1,0,-1,1
17,1,2,1,2017-03-13,0,1,0,2,21,176.07,47172.13,28.0,739.75,1,0,0,3,-1,0
20,1,0,5,2015-12-10,0,0,2,0,9,324.07,25503.19,16.0,709.45,0,1,1,2,-1,0
52,0,2,5,2015-11-02,1,0,2,0,16,864.51,24599.99,18.0,809.08,0,1,0,3,1,0
17,0,1,2,2016-02-27,0,2,0,2,2,418.64,8104.05,26.0,544.18,1,0,1,0,0,1
14,0,0,0,2016-08-09,1,1,0,0,2,336.07,44029.99,43.07714115,685.87,0,1,1,1,0,1
47,0,1,1,2016-12-11,1,1,1,1,-999,1072.37,55233.88,17.0,756.26,0,1,1,4,-1,0
48,0,0,1,2016-01-03,1,1,1,2,22,62.49,22704.72,9.0,764.21,0,1,1,0,0,0
56,0,1,2,2017-12-17,0,2,0,2,16,154.03,39467.79,10.0,708.81,0,1,1,0,0,1
12,1,1,1,2015-03-30,0,2,2,0,13,416.31,49378.83,12.0,697.62,1,0,1,4,0,0
27,1,0,0,2016-08-08,0,0,0,0,17,78.13,8828.73,28.0,702.54,1,0,1,0,-1,1
47,0,0,0,2015-07-31,1,1,0,1,17,1147.669839,26411.57,25.0,1440.862047,0,1,1,2,0,1
57,0,0,1,2015-02-03,0,1,2,2,-999,471.88,12855.33,13.0,641.45,0,1,0,3,0,1
54,1,2,4,2015-08-03,0,0,0,0,25,39.3,7763.68,8.0,723.89,0,1,0,3,0,0
56,1,1,4,2016-09-09,1,1,2,1,17,963.46,23990.41,16.0,746.09,1,1,0,3,1,0
17,0,0,2,2017-09-17,0,0,0,0,-999,301.45,46185.7,26.0,595.31,1,1,1,2,0,1
64,1,0,0,2017-09-06,1,0,0,0,6,51.63,37789.43,21.0,547.17,1,0,1,4,0,1
44,0,0,2,2017-11-27,1,1,1,2,12,712.62,19236.18,16.0,622.05,0,1,0,3,0,1
17,0,0,0,2016-06-24,1,0,1,1,14,193.89,18153.86,27.0,697.62,1,0,0,3,0,1
59,1,0,4,2017-12-07,1,2,0,2,6,136.25,6332.63,24.0,1201.161549,0,1,0,3,0,0
60,0,0,0,2017-07-07,0,1,0,0,15,362.41,18624.2,25.0,518.7,1,0,0,3,0,1
14,0,1,0,2016-05-03,0,1,2,1,4,245.93,2832.34,9.0,656.02,1,1,0,3,-1,1
35,0,2,4,2017-10-18,1,0,0,0,15,273.32,71805.17,12.0,843.59,1,1,1,1,1,0
45,0,1,4,2017-09-16,0,0,0,2,-999,31.67,14931.76,13.0,468.3315376,0,1,1,1,0,0
19,1,1,1,2016-03-28,0,2,2,1,4,264.72,42458.89,19.0,748.26,1,0,0,3,0,0
56,1,0,2,2016-08-25,1,1,1,0,22,207.39,5301.7,25.0,616.04,1,1,0,3,0,1
10,1,1,2,2015-07-23,0,0,1,1,7,421.2,24537.77,9.0,508.54,1,1,0,3,0,1
51,0,1,0,2016-12-22,0,0,0,1,12,318.64,16232.74,14.0,608.17,0,1,0,3,0,1
60,0,2,3,2016-10-19,0,2,0,2,6,78.91,36524.32,11.0,610.61,1,0,1,2,0,1
60,0,2,2,2015-06-01,0,0,1,2,18,46.06,8405.55,28.0,610.55,0,1,0,3,0,1
19,1,1,2,2017-10-16,0,1,0,1,16,31.11,38749.74,27.0,207.8480632,0,1,1,2,0,1
61,0,1,3,2015-03-12,0,1,0,2,2,34.14,23997.35,7.0,702.72,0,1,0,3,0,0
24,1,0,0,2017-10-16,0,1,0,0,17,107.32,16839.84,20.0,528.25,1,0,0,3,-1,1
27,1,1,0,2016-12-02,0,1,1,2,17,282.63,18110.87,10.0,526.16,1,1,0,3,0,1
